claimant_id,name,age,policy_id
CL13035,Isaac Mcclure,79,P81988
CL25311,Andrea Bailey,50,P23355
CL51671,Jeremiah Snyder,79,P62999
CL37746,Jennifer Wise,30,P23459
CL24921,Andrew Hart,76,P36516
CL14661,Casey Young,23,P25945
CL19468,Cassandra Burns,20,P53966
CL28137,Raven Moore,54,P58990
CL34618,Stephanie Brock,43,P70904
CL59696,Matthew Simmons,35,P32969
CL50348,Alexis Shepard,31,P40714
CL31057,Courtney Marquez,76,P40899
CL94503,Michael Garcia,18,P36032
CL53350,Monica Mullen,24,P46980
CL96916,Katherine Moore,69,P27355
CL55124,Allen Sanchez,34,P42506
CL94015,Tony Phillips,42,P67897
CL43883,Stacy Rhodes,33,P76627
CL63322,John Fields,74,P64204
CL09416,Christopher Blackwell,29,P74183
CL22814,Christopher Simmons,37,P81606
CL28692,Michelle Rogers,43,P80760
CL67990,Mackenzie Shaw,30,P93904
CL16516,Austin Wolf,41,P83245
CL12523,Crystal Cooper,50,P46354
CL55661,Tammy Guerrero,25,P76035
CL01937,Howard Palmer,55,P36789
CL43228,John Schwartz,68,P69656
CL11562,Andrew Moore,18,P66511
CL43252,Johnny Gonzalez,38,P90638
CL80988,Wayne Santos,64,P61904
CL51411,Jennifer Beasley,35,P59380
CL62087,Elaine Jones,71,P74065
CL39582,Andrew Washington,22,P40407
CL91725,Kimberly Suarez,80,P79416
CL47849,Marie Brown,50,P21250
CL72509,Carolyn Robertson,21,P34522
CL37632,John Hensley,46,P10446
CL97723,Heather Watson,70,P81173
CL39519,Craig Payne,65,P56172
CL68673,Brian James,18,P95288
CL20753,Amanda Robertson,61,P48021
CL98011,Michael Yang,64,P26413
CL38308,Robert Green,31,P43992
CL54396,Jose Acevedo,49,P57797
CL49688,Daniel Holmes,43,P75093
CL08837,Gregory Castillo,73,P17744
CL12486,Denise Pugh,29,P37410
CL84043,James Moon,59,P14569
CL64624,Lisa Bartlett,44,P56098
CL62867,Christine Brown,63,P91933
CL47680,Amanda Allen,64,P76815
CL04034,Michael Smith,30,P20240
CL43410,Jessica Doyle,74,P99847
CL31282,Mr. Brandon Coleman,56,P85554
CL08141,Ryan Brown,23,P99011
CL46123,Linda Cross,55,P40309
CL98411,Caitlin Briggs,22,P97187
CL16004,Richard Woodard,71,P37471
CL03367,Edward Baker,22,P64595
CL18197,Fernando Chen,40,P26245
CL37262,Richard Murray,47,P84083
CL83359,Dana Delacruz,25,P93846
CL65922,James Boyd,80,P71662
CL13051,Jennifer Flowers,42,P76544
CL45885,Elizabeth Martinez,53,P63679
CL47867,Paul Davis,34,P47764
CL14548,Christine Walsh,37,P47086
CL89888,Lisa Bowen,46,P87138
CL35176,Kara Huffman,48,P48373
CL56198,James Hahn,40,P34448
CL83922,Ethan Gomez,51,P23381
CL05250,Desiree Scott,66,P44974
CL64050,Kenneth Cole,61,P12201
CL31919,Kimberly Frank,71,P30900
CL70549,Steven Dickson,75,P67130
CL23547,Jennifer Ali,32,P45193
CL51270,John Lester,27,P19005
CL86305,Susan Nichols,67,P70860
CL10264,Carrie Crawford,72,P30664
CL96217,Meghan Weiss,51,P18574
CL98320,Jonathan Garza,22,P65362
CL20265,Larry Wise,34,P57615
CL50321,Dale Benton,27,P67225
CL68823,Sydney Santana,70,P58277
CL43091,Daniel Goodman,30,P14134
CL94792,Andrew Hill,24,P24924
CL19539,April Burton,69,P52494
CL88510,Sharon Johnson,54,P91413
CL41729,Donna Phillips,41,P22806
CL17898,Amanda Lewis,34,P40267
CL76024,Kyle Randolph,37,P93662
CL46315,Cynthia Escobar,75,P96789
CL99032,Kevin Hill,41,P68155
CL50951,Angela Young,62,P28871
CL03499,Lori Mason,20,P31235
CL20980,Candace Stewart,20,P25580
CL90934,Tricia Patel,52,P34438
CL88444,Ashley White,24,P74087
CL41372,Laurie Holmes,27,P44250
CL54945,David Garcia,79,P52755
CL38685,Latasha Matthews,24,P41396
CL93267,Kathryn Turner,50,P74157
CL12920,William Ruiz,70,P21844
CL32067,Nancy Gonzalez,63,P23138
CL02867,Patricia Wagner,46,P85682
CL80022,Stanley Gregory,32,P88810
CL63446,Jose Curry,70,P64571
CL17399,Mark Williams,56,P38508
CL79238,Scott Farmer,40,P97521
CL65461,Sandra Smith,22,P27162
CL73947,Charles Haley,46,P64209
CL71516,Ms. Emily Willis,62,P97472
CL10279,Angela Harris,68,P23335
CL27464,Anthony Morris,22,P86958
CL18193,Tracy Mendoza,21,P74166
CL60706,Andrew Campbell,49,P52950
CL87959,Daniel Mayer,80,P37645
CL86301,Deborah Griffin DDS,21,P37943
CL37718,Suzanne Smith,46,P46190
CL33060,Luis King,71,P31250
CL02883,Michael Owens,39,P74635
CL22703,Lauren White,52,P11514
CL83981,David Jones,36,P27495
CL59767,Matthew Martin,31,P16482
CL22190,Scott Peterson,77,P93721
CL26513,Joseph Hutchinson,77,P18309
CL30126,Jodi Simmons,58,P39991
CL56252,Kevin Maxwell,77,P66641
CL27447,Joseph Perez DVM,47,P89609
CL10651,Margaret Knight,39,P23643
CL70687,Stephanie Doyle,52,P35663
CL57801,Christopher Harris,40,P66061
CL70014,Kenneth Brown,18,P84541
CL59463,Gail Holmes,36,P98028
CL77231,Erica Lee,52,P28186
CL99001,Nicholas Hodges,46,P97179
CL46293,Raymond Walter,41,P20064
CL95973,Stuart Pierce,33,P79243
CL33073,Taylor Brown,67,P42616
CL55591,Jermaine Duran,51,P93434
CL61768,Jack Dillon,55,P61394
CL12082,William Richardson,77,P95500
CL96403,Amanda Rowland,36,P68036
CL67371,Tami Williams,49,P51393
CL86022,Christopher Hammond,37,P72663
CL32919,Julia Anderson,33,P35806
CL65706,Daniel Parker,20,P64053
CL29713,Mrs. Cindy Hall,34,P64227
CL55155,Steven West,50,P25527
CL78333,Jessica Jones,31,P18620
CL98767,Don Smith,70,P98017
CL94189,Joseph Hamilton,78,P22458
CL21378,David Clark,78,P75099
CL30247,Christina Peters,59,P11276
CL94450,Melissa Bennett,32,P62301
CL67029,Christina Miller,28,P13651
CL13209,Catherine Elliott,66,P13500
CL87391,Charles Hampton,67,P76958
CL44387,Dawn Williams,65,P48030
CL11992,Daniel Martinez,70,P26180
CL96605,Sharon Byrd,52,P35278
CL15601,Alan Gamble,42,P15082
CL59026,Heather Davis,22,P92372
CL86706,Evan Alexander,30,P89769
CL13808,John Coleman,71,P69202
CL19240,Patricia Richardson,49,P95115
CL36795,Randall Vasquez,47,P27431
CL22473,Leah Rodriguez,20,P54108
CL70648,Erika Gray,50,P11039
CL30177,Heather Li,31,P10569
CL22667,Angela Allen,60,P45999
CL75358,Vincent Harris,30,P89596
CL11109,Matthew Hall,72,P13329
CL68267,Sharon Carr,79,P77603
CL46862,Shaun Poole,32,P97377
CL35741,Todd Jenkins,49,P10160
CL69863,Megan Murphy,36,P72373
CL44460,Justin Johnson,45,P41709
CL03568,Heather Smith,36,P64321
CL36011,Daniel King,46,P78585
CL98772,Kelly Clark MD,21,P78292
CL71401,Joseph Mills,43,P71337
CL52043,Mr. Zachary Schaefer,61,P42623
CL95162,Stephanie Harrington,45,P85278
CL92309,Roberto Santos,59,P36217
CL41136,Christian Parrish,75,P31090
CL71043,Howard Perez,46,P85623
CL32349,Chad Brown,72,P85506
CL20486,Robert Oconnor,33,P54290
CL27905,Raymond Jones,51,P47699
CL85561,Erika Perez,24,P45650
CL35701,Luis Joyce,41,P59761
CL77685,Diane Moreno,66,P83595
CL25197,Kathryn Morris,57,P58112
CL95971,Jody Hammond,23,P97842
CL42159,Henry Reyes,63,P33017
CL90558,Michael Marsh,26,P47067
CL24634,Brandi Martin,36,P41422
CL91984,Katie Smith,47,P23862
CL15949,Alicia Martin,31,P70547
CL84153,Kenneth Salazar,28,P41831
CL35506,Julia Perkins,26,P71919
CL79452,Jennifer Taylor,65,P40338
CL88920,Colleen Mann,29,P58324
CL18117,Vanessa Oneal,64,P51510
CL16514,Michael Alexander,34,P10992
CL97975,Sandra Lawson,33,P86108
CL61131,Brandy Hanson,74,P43283
CL10112,Heather Smith,18,P97878
CL10785,Phillip Ellis,47,P65628
CL95612,Sarah Taylor,58,P32919
CL83759,Brittany Sutton,35,P38969
CL16432,Nicole Ramos,27,P52732
CL36213,Crystal Lynch,69,P51740
CL86862,Sandra Harrison,22,P37768
CL72795,Nicole Solis,57,P31704
CL43073,Jessica Clark,80,P55725
CL76008,Stephanie Cardenas,20,P58184
CL05046,Logan Fox,68,P22643
CL48649,Sara Villarreal,63,P63560
CL49165,Linda Mcgee,51,P79655
CL30231,Amber Li,74,P33913
CL59822,Russell Pacheco,72,P20750
CL85298,Susan Perry,37,P36390
CL77821,Amanda Stewart,49,P40487
CL15498,Mr. David Ross,44,P91861
CL36150,Joseph Hernandez,35,P58378
CL75376,Jillian Mckinney,26,P35963
CL27276,Jacob Curtis,45,P72394
CL78063,Anna Wright,69,P71218
CL66953,Robin Hull,41,P54420
CL43201,Megan Robinson,58,P15924
CL87102,Christopher Moore,51,P24311
CL22189,Diana Norris,59,P17913
CL58313,Eddie Hoover,65,P50164
CL84503,Christopher Thomas,33,P62761
CL80504,Kristen Williams,25,P62014
CL86282,Melissa Castillo,78,P15432
CL59819,Robert Weaver,66,P34094
CL54459,Bobby Welch,34,P53933
CL66654,Mrs. Tammy Armstrong,75,P37285
CL96222,Jose Rose,32,P31855
CL05894,Patricia Miller DDS,50,P55125
CL09682,Laura Chen,72,P15027
CL85021,Jonathan Vasquez,62,P81434
CL97524,Amy Collins,69,P71209
CL44567,Nichole Johnson,40,P30711
CL58549,Anthony Black,72,P18416
CL31706,Nicole Davis,69,P86907
CL13205,Tonya Day,76,P68237
CL48026,Kyle Williams,23,P64400
CL57983,Emma Floyd,30,P85585
CL76940,Emily Mejia,34,P31930
CL99996,Connie Rodriguez,79,P70260
CL32890,Jill Riggs,62,P10048
CL78701,Mackenzie Todd,42,P62170
CL73345,Andrew Dillon,57,P29239
CL80675,Rebecca Gray,46,P90118
CL11975,William Roach,67,P81686
CL77098,Yolanda Jordan,20,P11318
CL03764,Anthony Mayo,70,P29519
CL42225,Rebecca Ballard,59,P48165
CL32244,Christine Harmon,22,P25475
CL22887,Mandy Petty,77,P13654
CL36109,Lawrence Gardner,76,P54957
CL12215,Joshua Woods,73,P21556
CL56291,Jessica Leonard,66,P63551
CL87988,Jessica Chavez,23,P26576
CL75590,David Collier,18,P54222
CL90895,Kathleen Kerr,36,P58603
CL43689,Jeffrey Joseph,54,P48303
CL65895,Sara Bentley,31,P25958
CL70268,Brandi Bradley,61,P55307
CL38417,Bailey Moore,37,P61642
CL08417,James Gonzales,62,P45789
CL19032,Sean Mckenzie,52,P11780
CL27771,Casey Jones,39,P80099
CL28659,Chad Velez,71,P87890
CL78336,Dana Weeks,57,P19799
CL01697,John Lewis,40,P69423
CL53803,Jessica Adkins,61,P77990
CL03154,Michael Holmes,56,P58429
CL62106,Judy Howe,54,P80440
CL62175,Mikayla Maxwell,52,P68234
CL88787,Karen Davis,38,P86440
CL85968,Jason Abbott,61,P54796
CL24436,Diane Washington,26,P26549
CL07514,David Johnson,19,P51356
CL14007,James Mccullough,74,P50286
CL83235,Joseph Moreno,70,P48727
CL09511,Stacey Parks,50,P15141
CL69208,Donna Cooper,55,P46911
CL25121,Ryan Knox,35,P38098
CL30789,Bailey Wilson,77,P66245
CL06382,Nicholas Le,34,P64028
CL82097,Tonya Sanders,69,P12624
CL52467,Taylor Sharp,26,P16606
CL87874,Anita Johnson,30,P21703
CL24330,Betty Farmer,29,P22650
CL33771,Angela Wilson,64,P15252
CL42786,Natasha Bennett,34,P69446
CL58557,Ashley Williams,25,P35883
CL24453,Jay Santiago,67,P96592
CL40516,James Mcmillan,38,P78843
CL80274,Andrea Trujillo,68,P42979
CL60125,Joseph Stewart,57,P37362
CL87480,Michael Baker,58,P76379
CL60116,Charles Jordan,71,P65870
CL41469,Marilyn Harvey,62,P36450
CL71328,Paula Nelson,31,P16870
CL82983,Erik Thomas,72,P38790
CL61770,Adrian Williams,68,P34274
CL95315,Thomas Thompson,59,P49645
CL87871,Zachary Hines,79,P35049
CL69842,Jason Smith,65,P37868
CL40367,Dale Webb,67,P80532
CL34370,Karen Phillips,40,P63192
CL94484,David Taylor,42,P67058
CL24470,Alex Murray,30,P30206
CL02719,Patricia Torres,26,P23242
CL58284,Vanessa Lewis,34,P83230
CL17845,Mr. David Anderson,75,P47515
CL20329,Jamie Cline,78,P41934
CL12903,Anthony Mcdonald,25,P66383
CL74687,James Schmidt,25,P20733
CL52435,Amanda Garcia,70,P33201
CL40904,Brooke Jimenez,26,P37652
CL45006,Stacy Miller,46,P33154
CL75017,Kristine Medina,50,P56369
CL86486,Jason Duran,39,P35261
CL19964,Miguel Ramirez,56,P74224
CL23164,Patrick Marquez,57,P51100
CL79610,Bill Hogan,60,P81383
CL12484,William Black,69,P87974
CL99759,Mallory Simpson,59,P75226
CL20300,Heather Livingston,44,P84592
CL92825,Caroline Hines,28,P78715
CL97549,Eric Zuniga,46,P48182
CL12842,Timothy White,25,P39805
CL65076,Christopher Frey,65,P22600
CL57007,Jeffrey Warren,37,P83367
CL19069,Jennifer Vance DDS,51,P95897
CL63670,Lauren Booth,35,P40524
CL32419,Holly Stephens,28,P80740
CL94051,Stephanie White,27,P94846
CL51289,Daniel Rowe,23,P74793
CL75983,Mary Green,32,P59350
CL98585,Steven Waller,62,P92245
CL38882,Mary Maxwell,58,P29567
CL97193,Jose Farmer,36,P33925
CL90801,Debra Wilson,70,P34072
CL94376,Elizabeth Russo,38,P11458
CL03084,Destiny Rocha,50,P99897
CL05203,Michael Fields,47,P87095
CL23524,Matthew Nguyen,63,P88369
CL81831,Donald Evans,19,P53368
CL75898,Donna Taylor,18,P97825
CL59218,Anthony Greene,44,P97411
CL61038,Michael Warner,57,P15842
CL48455,Erin Singleton,40,P55558
CL71732,Heidi James,76,P88350
CL96970,Vanessa Walker,59,P60414
CL48757,Austin Rogers,77,P30215
CL55609,Holly Wu,50,P91854
CL59803,Valerie Wyatt,75,P75471
CL02502,Sierra Hill,30,P15847
CL38844,Gary Allen,69,P40251
CL56915,Samantha Hernandez,66,P43223
CL17244,Melinda Hunter,46,P25469
CL55248,Kathryn Arellano,45,P89288
CL10306,Brian Cervantes,47,P71393
CL46741,Charlotte Mcgee,39,P98701
CL65940,Michaela Arias,67,P84722
CL79098,Elizabeth Collier,64,P53883
CL60487,Mr. Michael Beck DDS,19,P38697
CL44813,Brian Knapp,26,P55161
CL79549,Tina Jensen,72,P68134
CL21892,Cody White,47,P74850
CL69396,Carol Richardson,76,P93217
CL47354,Charles Rodriguez,51,P76653
CL16922,Thomas Olson,45,P97008
CL15017,Zachary Brooks,45,P64504
CL08823,Melissa Waller,57,P54184
CL30097,Jason Davis,70,P93862
CL09935,Leah Lopez,76,P90311
CL56441,Patricia Caldwell,55,P93139
CL34221,Ronald Trevino,50,P32062
CL50750,Bryan Goodwin,40,P94194
CL17743,Michelle Jones,70,P37667
CL97436,Todd Hanson,71,P99892
CL03229,Kathleen Young,20,P64626
CL77586,Francisco Wright,80,P74849
CL45266,Michael Campbell,47,P62515
CL18063,Andrea Savage,20,P43788
CL12023,Betty Smith,25,P39182
CL68141,Julia Wallace,49,P47776
CL64841,Jessica Dixon,53,P69367
CL95710,Dana Stephens,77,P33324
CL14925,Rachel Bailey,43,P61250
CL48997,David Roy,34,P71820
CL90426,Daniel Myers,62,P70965
CL40115,Katherine Weaver,54,P80953
CL96931,Michael Thomas,51,P49963
CL67315,Brenda Farrell,41,P30369
CL44831,Jacqueline Griffin,45,P57668
CL16811,Lauren Dillon,58,P68196
CL67911,Loretta Reynolds,39,P43269
CL19281,Tami Rush DVM,34,P47328
CL49036,Briana Scott,61,P55947
CL32606,Melanie Hall,76,P40844
CL57765,Angela Brown,24,P42217
CL40133,Courtney Riley,46,P16327
CL40907,Joan Leonard,40,P77865
CL87379,Debbie Price,26,P20747
CL47206,Christopher Villa,37,P10757
CL73694,Rebecca Reynolds,28,P51388
CL04090,Nicholas French,80,P72309
CL66575,Amber Horn,25,P77390
CL28323,Heather Benson,22,P69640
CL98636,Sandra Best,70,P36925
CL58670,Wendy Murillo,76,P42661
CL43946,Nancy Navarro,42,P79848
CL33605,Jacob Thomas,73,P51091
CL48782,Samantha Harris,38,P40240
CL97656,Jennifer Bowman,36,P74677
CL13755,James Chapman,21,P87335
CL57020,Erika Smith,66,P73511
CL57382,Heather King,23,P88984
CL50623,Laura Booth,33,P41877
CL83955,Juan Gilbert,50,P85013
CL77882,Denise Rasmussen,20,P49573
CL31489,Angela Grimes,48,P15700
CL07668,Michele Ellis,69,P51954
CL94460,Gary Frank,51,P42722
CL66192,Carol Shepard,23,P15533
CL38087,Edward Hubbard,61,P94685
CL86445,Heather Fischer,30,P26246
CL70228,Katherine Murphy,67,P82922
CL94865,Johnny Jones,44,P95803
CL63355,Adam Collins MD,45,P58524
CL47620,Regina Saunders,33,P61060
CL24857,Nancy Conner,33,P48533
CL03127,Colleen Chen,24,P92611
CL62428,Amy Hicks,74,P70879
CL30775,Brittney Clayton,32,P77562
CL44524,Brenda Lyons MD,40,P25465
CL46949,Victor Morrison,64,P41784
CL53061,Jonathan Jordan,25,P72519
CL87702,Mary Hopkins,32,P62265
CL08773,Megan Armstrong,26,P47668
CL27273,Jean Keller,20,P60814
CL20156,Catherine Ferguson,19,P11606
CL97497,Richard Barrett,60,P88871
CL78068,Amanda Hamilton,48,P22574
CL20870,Veronica Brown,31,P85520
CL97323,Matthew Duffy,69,P40066
CL63713,Vanessa Kelly,19,P96748
CL83830,Anna Gray,41,P96134
CL52173,Julie Estrada,77,P28064
CL22466,Joshua Lewis,45,P11938
CL32298,Nicole Leonard,47,P50834
CL45925,Gary Burgess,62,P57940
CL07648,Diane Kelly,45,P95953
CL34662,Jacob Patel,48,P89328
CL83621,Sean Watson,28,P98451
CL68196,Timothy Perkins,59,P57038
CL87108,Jason Turner,24,P57823
CL07502,Amy Garcia,72,P77148
CL61850,Carla Lee,19,P67390
CL42653,Chad Stout,36,P66441
CL66908,Thomas Ramirez,18,P68934
CL86253,Nicholas Herring,64,P86638
CL36398,Jeffery Davidson,47,P26356
CL48184,Linda Richmond,31,P28116
CL55459,Nicole Fleming,67,P85183
CL58770,Rebecca Andrade,72,P59744
CL89629,Roberto Wade,67,P89355
CL53234,Daniel Perry,31,P28137
CL85902,Danny Jenkins,74,P82941
CL87501,Ashley Snow,60,P10551
CL13276,Edward Conway,30,P39034
CL30074,Edward Hubbard,59,P50914
CL25740,Deborah Sutton,30,P97127
CL21271,Meghan Rogers,59,P41180
CL16670,Erin Johnson,73,P81103
CL72741,Carla Brown,31,P85370
CL33058,Daniel Cruz,20,P92934
CL51028,Stacey Kent,30,P12710
CL23704,David Cain,79,P29297
CL25832,Cynthia Reynolds,22,P17235
CL88469,Tanya Frost,76,P32741
CL02642,Juan Ross,57,P66786
CL34201,Sara Rogers,19,P58835
CL17017,Christopher Harrington,44,P14706
CL40490,Christopher Smith,66,P45613
CL96496,Tyler Stephens,42,P52521
CL58499,Timothy Adkins,56,P73877
CL19900,Amanda Berry,54,P14372
CL14056,Rick Rojas,46,P71352
CL99714,Jennifer Vega,46,P81643
CL91092,Taylor Hart,63,P13985
CL41649,Catherine Wood,65,P61119
CL45989,Misty Jenkins,61,P93104
CL46346,Christopher Lucas,66,P76063
CL34487,Matthew Cruz,36,P65578
CL36103,Kenneth Robinson,48,P87563
CL01945,Denise Horton,32,P15088
CL29845,Evan Schultz,28,P95982
CL75261,Terry Phillips,22,P59078
CL87581,Caroline Cook,52,P62259
CL76097,Victor Walker,64,P77099
CL10193,Mary Nelson,47,P54135
CL05174,Mariah Browning,25,P18034
CL57404,Jessica Gomez,21,P76919
CL25893,Joseph Lewis,25,P27059
CL44455,Jennifer Davies,20,P87972
CL72967,Lorraine Hamilton,22,P45204
CL17915,Justin Taylor,75,P25729
CL05796,Melanie Taylor,52,P23610
CL92585,Philip Herring,60,P13091
CL88964,Jimmy Wang,34,P47674
CL68550,Amanda Richardson,30,P78202
CL93257,Julia Stewart,30,P46349
CL69320,Cameron Robinson,23,P75238
CL99404,Sarah Bell,71,P35198
CL38556,Stacy Lawrence,35,P91138
CL08042,Mr. Manuel Kelly,46,P57809
CL45734,Jonathan Cabrera,66,P19534
CL36754,Jeffrey Wilson,24,P68583
CL35154,David Terry,32,P13730
CL55422,Jon Jones DDS,38,P72913
CL74113,Alicia Roberts,53,P95396
CL59901,Jonathan Henderson,36,P37518
CL76504,Neil Hughes,42,P52900
CL93854,Linda Briggs,41,P32777
CL36577,Kristin Lewis,58,P85813
CL98451,Christopher Snyder,49,P67958
CL56537,Gerald Mullen,34,P51275
CL67180,Sarah Olson,44,P29113
CL05469,Rebecca Doyle,64,P75250
CL42735,Ann Contreras,29,P56050
CL08498,Andrea Allen,30,P36803
CL41116,Brenda Cannon,60,P77719
CL82707,Sara Benton,60,P89429
CL73637,Linda Padilla,73,P75925
CL45361,George Miller,19,P78669
CL12934,Valerie Meyer MD,69,P98632
CL22275,Charles Harris,38,P55140
CL22308,Alan White,34,P75863
CL72387,Taylor Snyder,78,P28536
CL16013,Ryan Evans,32,P24587
CL39526,Mary Boyer,66,P37605
CL25628,Tyler Thomas,52,P69536
CL17704,Elizabeth Robinson,62,P65869
CL11796,Holly Hall,61,P30874
CL32077,Kimberly Guerra,69,P97622
CL01129,Corey Meyer,36,P49233
CL36635,William Garrett,20,P75878
CL91564,Anthony Cabrera,24,P53743
CL48874,George Sutton,49,P98007
CL87104,Darlene Hampton,56,P28579
CL66416,Brian Cox,39,P46123
CL87371,Brandon Simpson,45,P58407
CL48465,Lindsey Barnett,61,P52700
CL89547,Dr. Sarah Lozano,47,P76113
CL89431,Dawn Robinson,64,P79742
CL63454,Tyler Massey,22,P95809
CL19896,Karen Moore,76,P19486
CL50938,Jacob Ramos,58,P15505
CL21543,Victor Anderson,52,P10948
CL31209,Timothy Cantu,76,P56672
CL49754,Brandon King,46,P70880
CL90472,Krista Hood,76,P59288
CL35455,Megan Oliver,73,P95273
CL56308,Andrew Bryan,21,P46623
CL03569,Melissa Avery,79,P27504
CL65146,James Alexander,19,P35718
CL23022,Jessica Stevens,34,P43641
CL01077,Andrea Hayden,47,P19936
CL43267,Mary Dyer,56,P82629
CL59658,Maria Alvarado,34,P91966
CL45284,Patricia Perez,57,P83965
CL13146,Joseph Sullivan,60,P94760
CL73463,Ellen Clark,26,P65554
CL10931,Aimee Collier,67,P24897
CL12705,Molly Reed,74,P63062
CL69753,Kristin Lee,29,P41090
CL68080,Thomas Khan,61,P22280
CL69889,Derek Montoya,48,P49023
CL32779,Judith Wood,64,P21979
CL66033,Matthew Lopez,24,P85531
CL06377,Christopher Delgado,71,P23330
CL35044,Joseph Roberts,26,P17393
CL37136,Sandra Moore,57,P33709
CL91060,Jennifer Jones,42,P56431
CL27449,Kyle Jacobs,54,P35508
CL50041,Rachel Kelly,31,P66885
CL12959,Danielle Davis,69,P32934
CL04613,Whitney Turner,41,P68778
CL72082,Alexis Reynolds,55,P24182
CL53598,Brent Rojas,75,P45597
CL95072,Jessica Rivera,66,P91136
CL16099,Michael Moreno,33,P36250
CL32168,Kelsey Barr,29,P99966
CL58171,Sarah Rogers,41,P30918
CL80457,Brittany Flores,66,P19244
CL78403,Nicholas Brandt,59,P88932
CL58344,Justin Sherman,28,P45109
CL45068,Mark Hart,61,P72914
CL40551,Andrea Davis,21,P90172
CL26908,Shawn Gray,19,P38233
CL48239,Joe Hicks,26,P73178
CL24317,Sarah Romero,23,P10963
CL36773,Dakota Anderson,75,P38936
CL07312,Sandra Boyle,61,P64719
CL43382,Melissa Rubio,33,P15235
CL85373,Mark Robles,40,P11858
CL01289,Mercedes Garrett,61,P51340
CL41512,Michael Harris,51,P87281
CL91715,Jonathan Davis,23,P35395
CL55805,Bradley Olson,29,P40422
CL46761,Teresa Rowe,74,P46580
CL36728,Ronald Davis,75,P95507
CL58787,Meredith Cortez,31,P39247
CL85885,Cassandra Lucas,53,P94395
CL38143,Bryan Atkinson,62,P52118
CL71952,Timothy Smith,55,P86936
CL41698,Shannon Patterson,76,P22485
CL89546,Joseph Peterson,49,P96601
CL90649,Paul Orr,68,P74925
CL98878,Brian Green,67,P59292
CL28425,Mariah Chapman,29,P37348
CL69929,Dylan Contreras,78,P53312
CL01672,Dr. Timothy Booth,75,P36826
CL01625,Tonya Valenzuela,51,P37278
CL65945,Dennis Velazquez,65,P36011
CL54019,Tommy Ortiz DDS,49,P45555
CL48968,Melissa Davis,54,P12452
CL97155,Frank Diaz,25,P54193
CL64804,James Stout,27,P83559
CL19733,Michael Parker,37,P60893
CL45081,Daniel Russo,27,P63006
CL76906,David Davis,79,P57154
CL14911,Daniel Gordon,53,P81040
CL07289,Sarah Ruiz,80,P34393
CL98984,Jackson Evans,25,P78688
CL87726,Robert Taylor,71,P96374
CL59111,Jason Jackson,41,P94173
CL50123,Daniel Lewis,60,P93748
CL88000,Monica Huang,76,P65014
CL32683,Mary Humphrey,37,P22087
CL75506,Brandon Nichols,34,P68597
CL35575,Justin Hunt,24,P31699
CL45286,Cynthia Taylor,21,P57669
CL95366,Melissa Robbins,24,P11807
CL87398,Natalie Davila,61,P54126
CL84896,Michael Terrell,59,P73491
CL58129,Miss Julie Lawson MD,39,P41973
CL28161,Brendan Lee,77,P34129
CL87762,Laura Edwards,54,P51895
CL96143,Maurice Romero,56,P94653
CL11602,Christine Malone,33,P60535
CL26777,Ryan Serrano,52,P61118
CL48125,Stephanie Stout,54,P15514
CL39504,Lisa Reynolds,66,P18474
CL53196,Edward Scott,76,P61823
CL22259,Gary Cooper,25,P94234
CL10614,Tyler Carrillo,34,P42800
CL65453,Kelly Wall,64,P70521
CL46337,Thomas Garcia,78,P72491
CL85532,Pamela Evans,67,P59497
CL81826,Christina Jones,24,P29345
CL51153,Randall Smith,50,P14083
CL18069,Debra Smith MD,34,P40797
CL31466,Mark Fernandez,71,P87892
CL76622,Judith Hoffman,65,P43719
CL21895,Aaron Collier,41,P18998
CL12081,Collin Henson,22,P63199
CL63315,Heather Mejia,26,P51040
CL51116,Christian Davis,19,P12011
CL57317,Molly Patton,71,P20213
CL73518,Lynn Andrews,75,P92259
CL15725,Amanda Ward,21,P13170
CL99909,Rachel Cooper,33,P21618
CL19187,Michelle Rodriguez,80,P21040
CL53084,Sheryl Mcdonald,26,P27637
CL88934,James Hines,42,P64426
CL19879,Mike Harris,37,P71230
CL88210,Lucas Reilly,70,P79661
CL28820,Dean Henry,39,P74839
CL28822,Jason Owens,56,P48996
CL80703,Marcus Kirk,59,P90907
CL83393,Samantha Brown,31,P16281
CL18605,Melissa Arellano,62,P62308
CL22253,Elizabeth Henderson,78,P15993
CL31165,David Johnson,44,P92935
CL33554,Brian Jackson,25,P71381
CL49723,Sarah Mccoy,62,P35111
CL24982,Zachary Cook,33,P32687
CL85205,Tyler Bailey,33,P79161
CL94569,David Taylor PhD,30,P98677
CL88177,David Zhang,62,P88971
CL41160,Kenneth Jones,41,P57484
CL47427,Heidi Cooper,29,P27235
CL23255,Tara Caldwell,51,P58508
CL31546,Denise Manning,26,P76874
CL07208,Daniel Sims,22,P68979
CL08314,Emily Hicks,76,P62461
CL06791,Madeline Stephens,80,P52578
CL04184,Jose Hamilton,75,P57826
CL05905,Jennifer Guerra,21,P29434
CL98929,Beverly Griffin,24,P11912
CL79181,Lisa Mcfarland,31,P24178
CL08343,Charles Reese,20,P93370
CL62506,Tina Martinez,38,P20065
CL78979,Sabrina Wu,45,P50180
CL79510,James Carlson,31,P41866
CL04631,Shane Mcdonald,52,P50477
CL67361,Jeff Holmes,19,P26412
CL54778,Rebecca Adams,61,P39747
